NewAccount,NewAccountCode,Date,Contact,Amount,Description,TransactionID
Owner_Drawings,880,2023-01-09,Coles,19.1,Owner's Lunch,c92ef9e8-41f0-4e33-a39d-389a97df7254
Owner_Drawings,880,2023-01-10,Coles,120.61,Owner's Lunch,748950a5-5b52-4912-ac98-b8d053cf4a03
Owner_Drawings,880,2023-01-13,Coles,56.91,Owner's Lunch,e4224d81-f763-42b9-8414-ce2f25b53ca4
Owner_Drawings,880,2023-04-13,Willowbank,80.0,Lunch,512b3195-ce99-4a5d-a09e-907468faeeea
Owner_Drawings,880,2023-05-03,Coles,38.57,Owner's Lunch,fbf77fad-fdaa-4e05-bb85-803e284058be
Owner_Drawings,880,2023-05-26,Coles,3.0,Lunch,b84a64e4-359a-4231-92a0-b3de77713cb2
Owner_Drawings,880,2023-05-29,Coles,5.0,Directors Lunch,7b15c026-1fe1-4bae-bbcf-f3ae8061d2d7
Owner_Drawings,880,2023-05-30,Coles,108.49,meals,dc067e05-757b-4be6-83b0-4577a47c71c3
Owner_Drawings,880,2023-07-27,Coles,72.38,,29e4d4d2-4a59-4e01-9872-5e2d32e24305
Owner_Drawings,880,2023-08-21,Coles,31.32,Meals,88251c63-fafd-40d5-99da-b85ced434331
Owner_Drawings,880,2023-08-24,BWS,67.0,,736e3df9-4343-4597-9035-468b9cc14a5a
Owner_Drawings,880,2023-09-11,Coles,94.43,Meals,3499f617-432c-48a1-a4c6-bf0f7ff4e074
Owner_Drawings,880,2023-09-21,Coles,30.4,Lunch,c2925cc5-38c3-4d24-b1d4-29d59694a28a
Owner_Drawings,880,2023-09-21,Woolworths,16.5,Meals,2212b880-ab0e-4e8d-a5bd-d86b7c013432
Owner_Drawings,880,2023-09-25,1st Choice,50.0,,682691f5-b5a0-48e3-9857-ab94dd14188c
Owner_Drawings,880,2023-09-27,Woolworths,124.41,Meals,9822c177-c5a2-400b-b684-f34236a1331e
Owner_Drawings,880,2023-11-09,Sit Down Comedy,86.95,,a8ce3d5b-7b97-4339-bdd2-8e5ced5c9863
Owner_Drawings,880,2023-11-24,Superbowl,73.75,,8ae49fda-cf28-4979-815b-d807a41b66f5
